origem;destino;dist_km;tempo;abast.;abast.lt.;consm.lbs;decea;tx.aerop.;comissaria;fbo;hospedagem;Transporte;slot;outros;comissoes;variável trip.;receita;com.terceiros
SBBH;SBPS;664,868;1,1;8144,38;1720;1340;834,31;544,21;400;2913,52;;;;;350,3792763;398,9208;23358,61842;
SBPS;SBBH;742,652;1,2;;;1520;646,06;798,15;;;;;;;391,3707237;445,5912;26091,38158;
SBBH;SBGL;466,704;0,8;7576,17;1600;1220;834,31;559,3;342,5;900;;;;;282,0211111;280,0224;18801,4074;
SBGL;SBBH;503,744;0,8;;;1270;988,42;798,15;;;;;;;304,4037389;483,59424;20293,5826;
SBBH;SBPS;651,904;1;7377,3;1558;1330;834,31;544,21;400;2663,52;;;;;0;391,1424;0,01;
SBPS;SBBH;753,764;1,1;;;1520;646,06;798,15;;;;;;;0;452,2584;0,01;
SBBH;SBPS;692,648;1;7789,25;1645;1380;834,31;544,21;580;2663,52;;;;;373,5246823;415,5888;24901,64548;
SBPS;SBBH;696,352;1,1;;;1340;646,06;798,15;;;;;;;375,5221405;417,8112;25034,80936;
SBBH;SBJH;635,236;1;8333,79;1760;1340;834,31;827;342,5;2408;;;;;371,8035439;381,1416;24786,90293;
SBJH;SBBH;566,712;0,9;;;1260;504,39;798,15;390;;;;;;331,6964561;680,0544;22113,09707;
SBBH;SBTV;631,532;1;6160,37;1301;1250;834,31;;980;;;;;;0;1136,7576;0,01;
SBTV;SBBH;731,54;1,1;;;1430;;877,34;;;;;;;0;1316,772;0,01;
SBBH;SBRJ;414,848;0,8;6255,08;1321;1010;834,31;1026,86;342,5;1471,86;;;;;0;248,9088;0,01;
SBRJ;SBJH;564,86;1;;;1570;834,31;827;;2408;;;;;0;338,916;0,01;
SBJH;SBBH;555,6;0,8;5251,62;803;1310;504,39;877,34;;;;;;;0;333,36;0,01;
SBBH;SNDV;144,456;0,3;6188,78;1307;400;834,31;493,67;522,5;550;;;;;90,83686391;86,6736;6055,790927;
SNDV;SBJH;524,116;0,9;;;1170;;827;;4816;2627,1;479,92;300;;329,5747755;314,4696;21971,6517;
SBJH;SBBH;629,68;1;2158,2;330;1390;504,39;877,34;443,82;;;350;;;395,9555606;377,808;26397,03738;
SBBH;SBJD;603,752;1;3788,08;800;1450;834,31;576,09;342,5;900;;27,98;300;;0;724,5024;0,01;
SBJD;SBBH;514,856;0,9;6299,07;817;1230;646,06;877,34;;600;2438,1;28,21;;;0;308,9136;0,01;
SBBH;SBJD;533,376;0,8;7344,15;1551;1300;834,31;576,09;400;900;;;;;0;320,0256;0,01;
SBJD;SBBH;492,632;0,8;;;1160;646,06;877,34;342,5;;;;;;0;295,5792;0,01;
SBBH;SBUL;525,968;0,8;5705,38;1113;1200;834,31;658,59;580;860;;;;;0;315,5808;0,01;
SBUL;SBBH;464,852;0,8;;;1040;;877,34;;;;;;;0;557,8224;0,01;
SBBH;SBGR;618,568;0,9;2152,97;420;1480;;3381,37;400;780;;;300;;374,2911814;371,1408;24952,74542;
SBGR;SBBH;494,484;0,8;4029,23;621;1010;;877,34;;;;;300;;299,2088186;296,6904;19947,25458;
SBBH;SBJD;555,6;1;8688,78;1695;1370;834,31;576,09;560;900;1050,6;66,95;600;;0;333,36;0,01;
SBBH;SBMO;1472,34;2,1;8217,18;1603;3070;834,31;;342,5;3217;4999,8;207,08;;;0;883,404;0,01;
SBJD;SBBH;537,08;0,8;;;1240;646,06;877,34;;;;;600;;0;644,496;0,01;
SBMO;SBBH;1520,492;2,1;10705,81;1650;2780;;877,34;305;;;;;;0;2736,8856;0,01;
SBBH;SBUL;518,56;0,8;6253,87;1220;1220;834,31;658,59;800;860;;;;;316,9811321;311,136;21132,07547;
SBUL;SBBH;463;0,8;;;1040;834,31;877,34;;;;;;;283,0188679;277,8;18867,92453;
SBBH;SBSP;613,012;1;5638,74;1100;1400;834,31;;685;3800;;85,94;300;;0;367,8072;0,01;
SBSP;SBBH;568,564;0,9;2527,79;464;1270;988,42;877,34;;;;;300;;0;650,0939321;0,01;
SBBH;SBBR;735,244;1,1;8073,65;1575;1430;;538,61;623;1350;;;300;;2037,700528;441,1464;27496,70185;1650
SBBR;SBBH;668,572;1,1;;;1400;;877,34;;;;;300;;2000,299472;401,1432;25003,29815;1650
SBBH;SBSP;627,828;0,9;8140,29;1588;1490;;;400;15200;4832,35;169,77;600;;0;376,6968;0,01;
SBSP;SBBH;522,264;0,8;1089,56;200;1250;988,42;877,34;431,06;;;;900;;0;313,3584;0,01;
SBBH;SBGO;727,836;1,2;9785,78;1909;1480;834,31;729,47;685;750;1220,8;92,97;;;365,7562735;436,7016;24383,75157;
SBGO;SBBH;748,208;1,1;;;1340;834,31;877,34;;;;;;;375,9937265;448,9248;25066,24843;
SBBH;SNPD;407,44;0,6;5341,42;1042;1100;834,31;;392;520;586,32;150;;;235,7142857;244,464;15714,28571;
SNPD;SBBH;318,544;0,6;;;830;295,75;877,34;;;;;;;184,2857143;382,2528;12285,71429;
SBBH;SBBR;698,204;1,1;7632,8;1489;1440;834,31;538,61;462,3;1391;;;;;362,2417421;418,9224;24149,44948;
SBBR;SBBH;679,684;1,1;;;1380;988,42;877,34;;;;;;;352,6332079;515,7602118;23508,88052;
SBBH;SBIP;179,644;0,3;3588,29;700;550;834,31;864,53;90;;;;;;0;215,5728;0,01;
SBIP;SBBH;211,128;0,4;;;640;;877,34;;;;;;;0;253,3536;0,01;
SBBH;SBGV;251,872;0,4;4613,51;900;750;834,31;731,04;800;400;598;;;;0;151,1232;0,01;
SBGV;SBBH;301,876;0,6;;;810;443,12;877,34;;;;;;;0;181,1256;0,01;
SBBH;SBSP;703,76;1,1;9001,48;1756;1550;834,31;;342,5;3800;;;;;0;844,512;0,01;
SBSP;SBBR;916,74;1,5;4085,87;750;1810;988,42;;;1390;1957,2;94,96;;;0;1100,088;;
SBBR;SBJD;1000,08;1,7;4732,84;901;2150;988,42;576,09;495,72;1500;;;300;;0;600,048;;
SBBH;SBGR;566,712;0,9;9565,35;1866;1350;834,31;551,37;520;780;;;;;642,3940678;340,0272;42826,27119;
SBGR;SBGL;416,7;0,8;;;1060;988,42;559,3;;900;;;;;428,2309322;250,02;28548,72881;
SBGL;SBBH;403,736;0,7;1178,29;228;1040;988,42;877,34;;;;;;;0;242,2416;0,01;
SBBH;SBJH;627,828;0,9;8458,11;1650;1350;834,31;827;580;2408;;;;;374,6003135;376,6968;24973,35423;
SBJH;SBBH;553,748;0,9;;;1120;504,39;877,34;1187,7;;;;;;360,3996865;332,2488;24026,64577;
SBJD;SBBH;496,336;0,8;8130;1000;1220;646,06;877,34;411;;1549,1;144,97;;;0;595,6032;0,01;
SBBH;SBJD;555,6;0,9;4721,16;921;1390;834,31;;177,2;900;;;;;0;1000,08;0,01;
SBJD;SBBH;511,152;0,8;;;1260;646,06;877,34;;;;;;;0;920,0736;0,01;
SBBH;SBJD;533,376;0,9;7253,47;1415;1250;834,31;;400;1500;1140,36;32,98;900;;0;320,0256;0,01;
SBJD;SBBH;520,412;0,8;;;1150;646,06;877,34;409;;;49,27;;;0;312,2472;0,01;
SBBH;SBIP;177,792;0,4;2665,58;520;570;834,31;864,53;400;;;;;;0;213,3504;0,01;
SBIP;SBBH;227,796;0,4;;;680;;877,34;;;;;;;0;273,3552;0,01;
SBBH;SBJD;514,856;0,9;7945,5;1550;1240;834,31;;342,5;900;;;;;0;617,8272;0,01;
SBJD;SBBH;531,524;0,8;;;1210;646,06;877,34;177,2;;;;;;0;637,8288;0,01;
SBBH;SBRJ;420,404;0,7;4613,51;900;1050;834,31;1026,86;342,5;1471,86;;;;;0;252,2424;0,01;
SBRJ;SBBH;425,96;0,7;;;990;834,31;877,34;;;;;;;0;255,576;0,01;
SBBH;SBCF;138,9;0,4;7689,19;1500;540;834,31;550,23;267,2;;;;;;134,4674556;83,34;8964,497041;
SBCF;SNJR;192,608;0,4;;;580;988,42;;;;;;;;186,4615385;115,5648;12430,76923;
SNJR;SBJD;385,216;0,7;;;940;;;177,2;900;;;;;0;231,1296;0,01;
SBJD;SBBH;520,412;0,7;5747,91;707;1270;646,06;877,34;;;;;;;0;624,4944;0,01;
SBBH;SBBR;700,056;1,1;8714,42;1700;1470;834,31;538,61;400;1350;;40,98;;;363,9032157;420,0336;24260,21438;
SBBR;SBBH;664,868;1;;;1370;988,42;877,34;;;;;;;345,6117843;398,9208;23040,78562;
SBBH;SNJR;188,904;0,4;3588,29;700;570;834,31;975,2;;;;;;;0;340,0272;0,01;
SNJR;SBCF;237,056;0,5;;;710;;550,23;177,2;1695;;;;;229,4911243;426,7008;15299,40828;
SBCF;SBBH;57,412;0,1;;;310;988,42;877,34;;;;;;;55,57988166;103,3416;3705,325444;
SBBH;SBRJ;433,368;0,8;6305,13;1230;1040;834,31;1026,86;400;1471,86;;;;;0;260,0208;0,01;
SBRJ;SBBH;440,776;0,8;;;1010;;877,34;;;;;;;0;264,4656;0,01;
SBBH;SBSP;696,352;1,1;7555,91;1474;1500;;;177,2;7600;1133,28;197,93;300;;0;417,8112;0,01;
SBBH;SBSJ;485,224;0,7;9744,77;1901;1150;;795,23;177,2;;;;;;0;291,1344;0,01;
SBSJ;SBBH;474,112;0,8;;;1050;;877,34;;;;;;;0;284,4672;0,01;
